春秋	左傳
此	之
之	謂
謂	也夫
詩	曰
如	臨
臨	深淵
如	履
履	薄冰
善	人
人	在
在	上
上	也
善	人
人	在
在	上
則	國
國	無
無	幸
幸	民
諺	曰
民	之
之	多
多	幸
國	之
之	不
不	幸
幸	也
是	無
無	善
善	人
人	之
之	謂
謂	也
成周	宣榭
宣榭	火
人	火
火	之
之	也
凡	火
人	火
火	曰
曰	火
天	火
火	曰
曰	災
郯伯姬	來
來	歸
出	也
爲	毛
召	之
之	難
難	故
王室	復
復	亂
王孫蘇	奔
奔	晉
晉人	復
復	之
晉侯	使
使	士會
士會	平
平	王室
定王	享
享	之
原襄公	相禮
殽	烝
武季	私
私	問
問	其
其	故
王	聞
聞	之
召	武子
武子	曰
而	弗
弗	聞
聞	乎
王	享
享	有
有	體薦
宴	有
有	折俎
公	當
當	享
卿	當
當	宴
王室	之
之	禮
禮	也
武子	歸
歸	而
而	講求
講求	典禮
以	修
修	晉國
晉國	之
之	法
十七年	春
晉侯	使
使	郤克
郤克	徵
徵	會
會	于
于	齊
齊頃公	帷
帷	婦人
婦人	使
使	觀
觀	之
郤子	登
婦人	笑
笑	於
於	房
獻子	怒
出	而
而	誓
誓	曰
所	不
不	此
此	報
無	能
能	涉
涉	河
獻子	先
先	歸
使	欒京廬
欒京廬	待命
待命	于
于	齊
不	得
得	齊
齊	事
無	復命
復命	矣
郤子	至
請	伐
伐	齊
晉侯	弗
弗	許
請	以
以	其
其	私屬
又	弗
弗	許
齊侯	使
使	高固
南郭偃	會
及	斂盂
高固	逃
逃	歸
會	于
于	斷道
討	貳
貳	也
盟	于
于	卷楚
辭	齊人
晉人	執
執	晏弱
晏弱	于
于	野王
執	蔡朝
蔡朝	于
于	原
執	南郭偃
南郭偃	于
于	溫
苗賁皇	使
見	晏桓子
言	於
於	晉侯
晉侯	曰
夫	晏子
晏子	何
何	罪
昔者	諸侯
諸侯	事
事	吾
吾	先君
皆	如
如	不
不	逮
舉	言
言	羣臣
羣臣	不
不	信
諸侯	皆
皆	有
有	貳
貳	志
齊君	恐
恐	不
不	得
得	禮
故	不
不	出
而	使
使	四
四	子
子	來
左右	或
或	沮
沮	之
君	不
不	出
必	執
執	吾
吾	使
故	高子
高子	及
及	斂盂
斂盂	而
而	逃
夫	三
三	子
子	者
者	曰
若	絶
絶	君
君	好
寧	歸
歸	死
死	焉
爲	是
是	犯難
犯難	而
而	來
吾	若
若	善
善	逆
逆	彼
彼	以
以	懷
懷	來
來	者
吾	又
又	執
執	之
以	信
信	齊
齊	沮
吾	不
不	旣
旣	過
過	矣
矣	乎
過	而
而	不
不	改
而	又
又	久
久	之
以	成
成	其
其	悔
何	利
利	之
之	有
有	焉
使	反
反	者
者	得
得	辭
而	害
害	來
來	者
以	懼
懼	諸侯
將	焉
焉	用
用	之
晉人	緩
緩	之
晉師	還
范武子	將
將	老
召	文子
文子	曰
燮	乎
吾	聞
聞	之
喜怒	以
以	類
類	者
者	鮮
易	者
者	實
實	多
詩	曰
君子	如
如	怒
亂	庶
庶	遄
遄	沮
君子	如
如	祉
亂	庶
庶	遄
遄	已
君子	之
之	喜怒
以	已
已	亂
亂	也
弗	已
已	者
必	益
益	之
郤子	其
其	或者
或者	欲
欲	已
已	亂
亂	於
於	齊
齊	乎
不	然
余	懼
懼	其
其	益
益	之
之	也
余	將
將	老
使	郤子
郤子	逞
逞	其
其	志
庶	有
有	豸
豸	乎
爾	從
從	二三
二三	子
子	唯
唯	敬
乃	請
請	老
郤獻子	爲
爲	政
公	弟
弟	叔肸
叔肸	卒
公	母弟
母弟	也
凡	大子
大子	之
之	母弟
公	在
在	曰
曰	公子
不	在
在	曰
曰	弟
凡	稱
稱	弟
皆	母弟
母弟	也
十八年	春
衞	大子臧
大子臧	伐
伐	齊
至	于
于	陽穀
齊侯	會
會	晉侯
晉侯	盟
盟	于
于	繒
以	公子彊
公子彊	爲
爲	質
質	于
于	晉
晉師	還
南郭偃	逃
逃	歸
公	使
使	如
如	楚
楚	乞
乞	師
欲	以
以	伐
伐	齊
邾人	戕
戕	鄫子
鄫子	于
于	鄫
凡	自
自	内
内	虐
虐	其
其	君
君	曰
曰	弑
自	外
外	曰
曰	戕
楚莊王	卒
楚師	不
不	出
旣而	用
用	晉師
楚	於是乎
於是乎	有
有	蜀
蜀	之
之	役
公孫歸父	以
以	襄仲
襄仲	之
之	立
立	公
公	也
有	寵
欲	去
去	三桓
以	張
張	公室
與	公
公	謀
而	聘
聘	于
于	晉
欲	以
以	晉人
晉人	去
去	之
公	薨
季文子	言
言	於
於	朝
朝	曰
使	我
我	殺
殺	適
適	立
立	庶
庶	以
以	失
失	大
大	援
援	者
仲	也夫
臧宣叔	怒
怒	曰
當	其
其	時
時	不
不	能
能	治
治	也
後	之
之	人
人	何
何	罪
子	欲
欲	去
去	之
許	請
請	去
去	之
遂	逐
逐	東門氏
子家	還
及	笙
壇	帷
復命	於
於	介
旣	復命
括	髮
卽	位
位	哭
三	踊
踊	而
而	出
遂	奔
奔	齊
書	曰
歸父	還
還	自
自	晉
善	之
之	也
春秋	左傳
左傳	成公
元年	春
晉侯	使
使	瑕嘉
瑕嘉	平
平	戎
戎	於
於	王
單襄公	如
如	晉
晉	拜
拜	成
劉康公	徼
徼	戎
將	遂
遂	伐
伐	之
叔服	曰
背	盟
盟	而
而	欺
欺	大國
此	必
必	敗
背	盟
不	祥
欺	大國
不	義
人	弗
弗	助
將	何
何	以
以	勝
不	聽
遂	伐
伐	茅戎
敗績	於
於	徐吾氏
爲	齊
齊	難
難	故
作	丘甲
聞	齊
齊	將
將	出
出	楚師
盟	於
於	赤棘
王人	來
來	告
告	敗
臧宣叔	令
令	脩賦
具	守備
楚	結好
我	新
新	與
與	晉
晉	盟
楚	爭
爭	盟
齊師	必
必	至
雖	晉人
晉人	伐
伐	齊
楚	必
必	救
救	之
是	齊
楚	同
同	我
我	也
知	難
難	而
而	有
有	備
乃	可以
可以	逞
二年	春
齊侯	伐
伐	我
我	北
北	鄙
圍	龍
頃公	之
之	嬖人
嬖人	盧蒲就魁
盧蒲就魁	門
門	焉
龍人	囚
囚	之
齊侯	曰
勿	殺
吾	與
與	爾
爾	盟
無	入
入	而
而	封
弗	聽
殺	而
而	膊
膊	諸
諸	城
城	上
齊侯	親
親	鼓
士	陵
陵	城
取	龍
遂	南
南	侵
及	巢丘
衞侯	使
使	孫良夫
向禽將	侵
侵	齊
與	齊師
齊師	遇
石子	欲
欲	還
孫子	曰
不	可
以	師
師	伐
伐	人
遇	其
其	師
師	而
而	還
將	謂
謂	君
君	何
若	知
知	不
不	能
則	如
如	無
無	出
出	旣
旣	遇
遇	矣
不如	戰
戰	也
石成子	曰
師	敗
敗	矣
子	不
不	少
少	須
衆	懼
懼	盡
子	喪
喪	師徒
何	以
以	復
復	命
皆	不
不	對
又	曰
國卿	也
隕	子
辱	矣
子	以
以	衆
衆	退
我	此
此	乃
乃	止
且	告
告	車
車	來
來	甚
甚	衆
齊師	乃
乃	止
次	于
于	鞫居
新築	人
人	仲叔于奚
仲叔于奚	救
救	孫桓子
桓子	是
是	以
以	免
衞人	賞
賞	之
之	以
以	邑
請	曲
曲	縣
繁纓	以
以	朝
許	之
仲尼	聞
聞	之
之	曰
惜	也
不如	多
多	與
與	之
之	邑
唯	器
器	與
與	名
不可	以
以	假
假	人
君	之
之	所司
所司	也
名	以
以	出
出	信
信	以
以	守
守	器
器	以
以	藏
藏	禮
禮	以
以	行
行	義
義	以
以	生
生	利
利	以
以	平
平	民
政	之
之	大節
大節	也
若	以
以	與
與	人
與	人
人	政
政	也
政	亡
則	國家
國家	從
從	之
弗可	止
止	也已
孫桓子	還
還	於
於	新築
不	入
遂	如
如	晉
晉	乞
乞	師
臧宣叔	亦
亦	如
如	晉
晉	乞
乞	師
皆	主
主	郤獻子
晉侯	許
許	之
之	七百
七百	乘
郤子	曰
此	城濮
城濮	之
之	賦
賦	也
有	先君
先君	之
之	明
明	與
與	先大夫
先大夫	之
之	肅
故	捷
克	於
於	先大夫
無能	爲
爲	役
請	八百
八百	乘
許	之
郤克	將
將	中軍
士燮	佐
佐	上軍
欒書	將
將	下軍
韓厥	爲
爲	司馬
以	救
救	魯
臧宣叔	逆
逆	晉師
且	道
道	之
季文子	帥
帥	師
師	會
會	之
及	衞地
韓獻子	將
將	斬
斬	人
郤獻子	馳
將	救
救	之
則	旣
旣	斬
斬	之
之	矣
郤子	使
使	速
速	以
以	徇
告	其
其	僕
僕	曰
吾	以
以	分
分	謗
謗	也
師	從
從	齊師
齊師	于
于	莘
六月	壬申
師	至
至	于
于	靡笄
靡笄	之
之	下
齊侯	使
使	請
請	戰
子	以
以	君師
君師	辱
辱	於
於	敝邑
不	腆
腆	敝賦
詰朝	請
請	見
晉	與
與	魯
兄弟	也
來	告
告	曰
大國	朝
朝	夕
夕	釋
釋	憾
憾	於
於	敝邑
敝邑	之
之	地
寡君	不
不	忍
使	羣臣
羣臣	請
請	於
於	大國
無	令
令	輿
輿	師
師	淹
淹	於
於	君地
能	進
進	不能
不能	退
君	無
無	所
所	辱
辱	命
齊侯	曰
大夫	之
之	許
寡人	之
之	願
願	也
若	其
其	不
不	許
亦	將
將	見
見	也
齊	高固
高固	入
入	晉師
桀	石
石	以
以	投
投	人
禽	之
之	而
而	乘
乘	其
其	車
繫	桑本
桑本	焉
以	徇
徇	齊壘
欲	勇
勇	者
者	賈
賈	余
余	餘
餘	勇
師	陳
陳	于
于	鞌
邴夏	御
御	齊侯
逢丑父	爲
爲	右
晉解張	御
御	郤克
鄭丘緩	爲
爲	右
齊侯	曰
余	姑
姑	翦滅
翦滅	此
此	而
而	朝
朝	食
不	介
介	馬
馬	而
而	馳
馳	之
郤克	傷
傷	於
於	矢
流	血
血	及
及	屨
未	絶
絶	鼓音
余	病
病	矣
張侯	曰
自	始
始	合
而	矢
矢	貫
貫	余
余	手
手	及
及	肘
余	折
折	以
以	御
左	輪
輪	朱殷
豈敢	言
言	病
吾子	忍
忍	之
緩	曰
自	始
始	合
苟	有
有	險
余	必
必	下
下	推
推	車
子	豈
豈	識
識	之
然	子
子	病
病	矣
張侯	曰
師	之
之	耳目
在	吾
吾	旗鼓
進	退
退	從
從	之
此	車
車	一
一	人
人	殿
殿	之
可	以
以	集
集	事
若之何	其
其	以
以	病
病	敗
敗	君
君	之
之	大事
大事	也
擐	甲
甲	執
執	兵
固	卽
卽	死
死	也
病	未
未	及
及	死
吾子	勉
勉	之
左	並
並	轡
右	援
援	枹
枹	而
而	鼓
馬	逸
逸	不能
不能	止
師	從
從	之
齊師	敗
敗	績
逐	之
三	周
周	華不注
韓厥	夜
夜	夢
夢	子輿
子輿	謂
謂	己
己	曰
旦	辟
辟	左右
故	中
中	御
御	而
而	從
從	齊侯
邴夏	曰
射	其
其	御者
君子	也
公	曰
謂	之
之	君子
君子	而
而	射
射	之
非	禮
禮	也
射	其
其	左
越	於
於	車
車	下
射	其
其	右
斃	于
于	車
車	中
綦毋張	喪
喪	車
從	韓厥
韓厥	曰
請	寓
寓	乘
從	左右
皆	肘
肘	之
使	立
立	於
於	後
韓厥	俛
定	其
其	右
逢丑父	與
與	公
公	易
易	位
將	及
及	華泉
驂	絓
絓	於
於	木
木	而
而	止
丑父	寢
寢	於
於	轏
轏	中
蛇	出
出	於
於	其
其	下
以	肱
肱	擊
擊	之
傷	而
而	匿
匿	之
故	不
不	能
能	推
推	車
車	而
而	及
韓厥	執
執	縶
縶	馬
馬	前
再	拜
拜	稽首
奉	觴
觴	加
加	璧
璧	以
以	進
寡君	使
使	羣臣
羣臣	爲
爲	魯
衞	請
無	令
令	輿
輿	師
師	陷入
陷入	君地
下臣	不
不	幸
屬	當
當	戎行
無	所
所	逃隱
且	懼
懼	奔辟
而	忝
忝	兩
兩	君
臣	辱
辱	戎士
敢	告
告	不
不	敏
攝	官
官	承
承	乏
丑父	使
使	公
公	下
如	華泉
華泉	取
取	飲
鄭周父	御
御	佐車
宛茷	爲
爲	右
載	齊侯
齊侯	以
以	免
韓厥	獻
獻	丑父
郤獻子	將
將	戮
戮	之
呼	曰
自	今
今	無
無	有
有	代
代	其
其	君
君	任
任	患
患	者
有	一
一	於
於	此
將	爲
爲	戮
戮	乎
郤子	曰
人	不
不	難
難	以
以	死
死	免
免	其
其	君
我	戮
戮	之
不	祥
赦	之
以	勸
勸	事
事	君
君	者
乃	免
免	之
齊侯	免
求	丑父
三	入
入	三
三	出
每	出
齊師	以
以	帥
帥	退
入	於
於	狄卒
狄卒	皆
皆	抽
抽	戈
楯	冒
冒	之
以	入
入	於
於	衞師
衞師	免
免	之
遂	自
自	徐關
徐關	入
齊侯	見
見	保者
勉	之
齊師	敗
敗	矣
辟	女子
女子	曰
君	免
免	乎
免	矣
鋭司徒	免
免	乎
免	矣
苟	君
君	與
與	吾
吾	父
父	皆
皆	免
免	矣
可	若何
乃	奔
齊侯	以
以	爲
爲	有
有	禮
旣而	問
問	之
辟司徒	之
之	妻
妻	也
予	之
之	石窌
晉師	從
從	齊師
入	自
自	丘輿
擊	馬陘
齊侯	使
使	賓媚人
賓媚人	賂
賂	以
以	紀甗
玉磬	與
與	地
不	可
則	聽
聽	客
客	之
之	所
所	爲
賓媚人	致
致	賂
晉人	不
不	可
必	以
以	蕭同叔子
蕭同叔子	爲
爲	質
而	使
使	齊
齊	之
之	封
封	内
内	盡
盡	東
東	其
其	畝
對	曰
蕭同叔子	非
非	他
寡君	之
之	母
母	也
若	以
以	匹敵
則	亦
亦	晉君
晉君	之
之	母
母	也
吾子	布
布	大命
大命	於
於	諸侯
而	曰
曰	必
必	質
質	其
其	母
母	以
以	爲
爲	信
其	若
若	王命
王命	何
且	是
是	以
以	不
不	孝
孝	令
令	也
詩	曰
孝子	不
不	匱
永	錫
錫	爾
爾	類
若	以
以	不
不	孝
孝	令
令	於
於	諸侯
其	無乃
無乃	非
非	德類
德類	也
也	乎
先王	疆
疆	理
理	天下
物	土
土	之
之	宜
而	不
不	其
其	利
故	詩
詩	曰
我	疆
疆	我
我	理
南	東
東	其
其	畝
今	吾子
吾子	疆
疆	理
理	諸侯
而	曰
盡	東
東	其
其	畝
唯	吾子
吾子	戎車
戎車	是
是	利
無	顧
顧	土宜
其	無乃
無乃	非
非	先王
先王	之
之	命
命	也
也	乎
反	先王
先王	則
則	不
不	義
何	以
以	爲
爲	盟主
其	晉
晉	實
實	有
有	闕
四王	之
之	王
王	也
樹	德
德	而
而	濟
濟	同
同	欲
欲	焉
五伯	之
之	霸
霸	也
勤	而
而	撫
撫	之
以	役
役	王命
今	吾子
吾子	求
求	合
合	諸侯
以	逞
逞	無
無	疆
疆	之
之	欲
詩	曰
布	政
政	優優
百祿	是
是	遒
子	實
實	不
不	優
而	棄
棄	百祿
諸侯	何
何	害
害	焉
不	然
寡君	之
之	命
命	使臣
則	有
有	辭
辭	矣
子	以
以	君師
君師	辱
辱	於
於	敝邑
不	腆
腆	敝賦
以	犒
犒	從者
畏	君
君	之
之	震
師徒	撓敗
吾子	惠
惠	徼
徼	齊國
齊國	之
之	福
不	泯
泯	其
其	社稷
使	繼
繼	舊好
唯	是
是	先君
先君	之
之	敝器
土地	不
不	敢
敢	愛
子	又
又	不
不	許
請	收合
收合	餘燼
背	城
城	借
借	一
敝邑	之
之	幸
亦	云
云	從
從	也
況	其
其	不
不	幸
敢	不
不	唯
唯	命
命	是
是	聽
衞	諫
諫	曰
齊	疾
疾	我
我	矣
其	死亡
死亡	者
皆	親暱
親暱	也
子	若
若	不
不	許
讎	我
我	必
必	甚
唯	子
則	亦
亦	何
何	求
子	得
得	其
其	國寶
我	亦
亦	得
得	地
而	紓
紓	於
於	難
其	榮
榮	多
多	矣
晉	亦
亦	唯
唯	天
天	所
所	授
豈	必
必	晉
晉人	許
許	之
對	曰
羣臣	帥
帥	賦輿
以	爲
爲	魯
衞	請
若	苟
苟	有
有	以
以	藉口
而	復
復	於
於	寡君
君	之
之	惠
惠	也
敢	不
不	唯
唯	命
命	是
是	聽
禽鄭	自
自	師
師	逆
逆	公
秋	七月
晉師	及
及	齊國佐
齊國佐	盟
盟	於
於	爰婁
使	齊人
齊人	歸
歸	我
我	汶陽
汶陽	之
之	田
公	會
會	晉師
晉師	於
於	上鄍
賜	三
三	帥
帥	先路
先路	三命
三命	之
之	服
亞旅	皆
皆	受
受	一命
一命	之
之	服
宋文公	卒
始	厚
厚	葬
用	蜃
益	車
始	用
用	殉
重	器備
椁	有
有	四阿
棺	有
有	翰
君子	謂
謂	華元
於	是
是	乎
乎	不
不	臣
治	煩
煩	去
去	惑
惑	者
者	也
是	以
以	伏
伏	死
死	而
而	爭
今	二
二	子
子	者
君	生
生	則
則	縱
縱	其
其	惑
死	又
又	益
益	其
其	侈
是	棄
棄	君
君	於
於	惡
惡	也
何	臣
臣	之
之	爲
衞穆公	卒
晉	三
三	子
子	自
自	役
役	弔
弔	焉
哭	於
於	大門
大門	之
之	外
衞人	逆
逆	之
婦人	哭
哭	於
於	門内
送	亦
亦	如
如	之
遂	常
常	以
以	葬
楚	之
之	討
討	陳夏氏
陳夏氏	也
莊王	欲
欲	納
納	夏姬
申公巫臣	曰
不	可
君	召
召	諸侯
以	討
討	罪
罪	也
今	納
納	夏姬
貪	其
其	色
色	也
貪	色
色	爲
爲	淫
淫	爲
爲	大罰
周書	曰
明	德
德	慎
慎	罰
文王	所
所	以
以	造
造	周
周	也
明	德
務	崇
崇	之
之	之
之	謂
謂	也
慎	罰
務	去
去	之
之	之
之	謂
謂	也
若	興
興	諸侯
以	取
取	大罰
非	慎
慎	之
之	也
君	其
其	圖
圖	之
王	乃
乃	止
子反	欲
欲	取
取	之
巫臣	曰
是	不
不	祥
祥	人
人	也
是	夭
夭	子蠻
殺	御叔
弑	靈侯
戮	夏南
出	孔
何	不
不	祥
祥	如
如	是
人生	實
實	難
其	有
有	不
不	獲
獲	死
死	乎
天下	多
多	美
美	婦人
何	必
必	是
子反	乃
乃	止
王	以
以	予
予	連尹襄老
襄老	死
死	於
於	邲
不	獲
獲	其
其	尸
其	子
子	黑要
黑要	烝
烝	焉
巫臣	使
使	道
道	焉
吾	聘
聘	女
又	使
使	自
自	鄭
鄭	召
召	之
尸	可
可	得
得	也
必	來
來	逆
逆	之
姬	以
以	告
告	王
王	問
問	諸
諸	屈巫
對	曰
其	信
知罃	之
之	父
成公	之
之	嬖
嬖	也
而	中行伯
中行伯	之
之	季弟
季弟	也
新	佐中軍
而	善
善	鄭皇戌
甚	愛
愛	此
此	子
其	必
必	因
因	鄭
鄭	歸
歸	王子
王子	與
與	襄老
襄老	之
之	尸
尸	以
以	求
求	之
鄭人	懼
懼	於
於	邲
邲	之
之	役
而	欲
欲	求
求	媚
媚	於
於	晉
其	必
必	許
許	之
王	遣
遣	夏姬
夏姬	歸
將	行
謂	送
送	者
者	曰
不	得
得	尸
吾	不
不	反
反	矣
巫臣	聘
聘	諸
諸	鄭
鄭伯	許
許	之
及	共王
共王	卽位
將	爲
爲	陽橋
